episode,env_step,train_step,ver_reward(avg100env),fwd_reward(avg100env),lat_reward(avg100env),ver_reward(episode),fwd_reward(episode),lat_reward(episode)
1,26100,9498,-0.0613,-0.0314,-0.0639,-0.1856,-1.0361,-0.0841
1,26200,9523,-0.0595,-0.0462,-0.0624,-0.1851,-1.0323,-0.0840
1,26300,9548,-0.0810,-0.1462,-0.0677,-0.1847,-1.0290,-0.0840
1,26400,9573,-0.0485,-0.1118,-0.0675,-0.1842,-1.0255,-0.0839
1,26500,9598,-0.0453,-0.0856,-0.0699,-0.1837,-1.0219,-0.0839
1,26600,9623,-0.0801,-0.0528,-0.0667,-0.1833,-1.0183,-0.0838
1,26700,9648,-0.0880,-0.1446,-0.0627,-0.1829,-1.0150,-0.0837
1,26800,9673,-0.0416,-0.3389,-0.0709,-0.1824,-1.0125,-0.0837
1,26900,9698,-0.0745,-0.1535,-0.0686,-0.1820,-1.0093,-0.0836
1,27000,9723,-0.1283,-0.0177,-0.0609,-0.1818,-1.0056,-0.0835
1,27100,9748,-0.1336,-0.0122,-0.0594,-0.1816,-1.0020,-0.0835
1,27200,9773,-0.0990,-0.0294,-0.0641,-0.1813,-0.9984,-0.0834
1,27300,9798,-0.1116,-0.1313,-0.0661,-0.1811,-0.9952,-0.0833
1,27400,9823,-0.0991,-0.2798,-0.0699,-0.1808,-0.9926,-0.0833
1,27500,9848,-0.0583,-0.0929,-0.0781,-0.1803,-0.9893,-0.0832
1,27600,9873,-0.0800,-0.1201,-0.0634,-0.1800,-0.9862,-0.0832
1,27700,9898,-0.0760,-0.0970,-0.0666,-0.1796,-0.9830,-0.0831
1,27800,9923,-0.0885,-0.0504,-0.0612,-0.1793,-0.9796,-0.0830
1,27900,9948,-0.0837,-0.4084,-0.0654,-0.1789,-0.9776,-0.0830
1,28000,9973,-0.0843,-0.0981,-0.0681,-0.1786,-0.9744,-0.0829
1,28100,9998,-0.0823,-0.0234,-0.0671,-0.1782,-0.9710,-0.0829
1,28200,10023,-0.0654,-0.0603,-0.0640,-0.1778,-0.9678,-0.0828
1,28300,10048,-0.1021,-0.0689,-0.0589,-0.1776,-0.9646,-0.0827
1,28400,10073,-0.0450,-0.0524,-0.0633,-0.1771,-0.9614,-0.0826
1,28500,10098,-0.1181,-0.1030,-0.0637,-0.1769,-0.9584,-0.0826
1,28600,10123,-0.1276,-0.0902,-0.0665,-0.1767,-0.9554,-0.0825
1,28700,10148,-0.1284,-0.1279,-0.0660,-0.1766,-0.9525,-0.0825
1,28800,10173,-0.1529,-0.1266,-0.0679,-0.1765,-0.9496,-0.0824
1,28900,10198,-0.1140,-0.0987,-0.0541,-0.1763,-0.9467,-0.0823
1,29000,10223,-0.1302,-0.0770,-0.0650,-0.1761,-0.9437,-0.0823
1,29100,10248,-0.1634,-0.0964,-0.0612,-0.1761,-0.9408,-0.0822
1,29200,10273,-0.1204,-0.0819,-0.0638,-0.1759,-0.9378,-0.0821
1,29300,10298,-0.1447,-0.1397,-0.0677,-0.1758,-0.9351,-0.0821
1,29400,10323,-0.1514,-0.0712,-0.0561,-0.1757,-0.9322,-0.0820
1,29500,10348,-0.1269,-0.1115,-0.0687,-0.1755,-0.9294,-0.0819
1,29600,10373,-0.1081,-0.0858,-0.0573,-0.1753,-0.9265,-0.0819
1,29700,10398,-0.1332,-0.0528,-0.0614,-0.1751,-0.9236,-0.0818
